species	total_length	completeness	draft_quality
Aeromicrobium sp. Root495	3575694	99.74	high
Microbacterium sp. Root53	2910897	99.49	high
Pseudolabrys sp. Root1462	4741043	99.05	high
Mesorhizobium sp. Root1471	3750538	99.59	high
Sphingopyxis sp. Root1497	4801179	99.93	high
Microbacterium sp. Root166	3460379	100	high
Lysobacter sp. Root494	3441323	99.89	high
Mesorhizobium sp. Root157	4193379	99.1	high
Microbacterium sp. Root61	4022601	98.99	high
Rhizobium sp. Root651	5804683	100	high
Pelomonas sp. Root662	5812563	100	high
Nocardioides sp. Root682	5214697	99.22	high
Brevundimonas sp. Root608	2789653	100	high
Altererythrobacter sp. Root672	3692460	99.54	high
Devosia sp. Root685	4397626	99.32	high
Phycicoccus sp. Root563	4163945	99.46	high
Nocardioides sp. Root151	4984412	99.22	high
Knoellia sp. Soil729	3605744	100	high
Phycicoccus sp. Soil748	3974301	100	high
Tetrasphaera sp. Soil756	3470999	100	high
Nocardioides sp. Soil774	3845859	100	high
Agromyces sp. Soil535	4827303	99.78	high
Janibacter sp. Soil728	3637840	99.82	high
Arthrobacter sp. Soil763	3540433	99.71	high
Frateuria sp. Soil773	4548162	99.59	high
Arthrobacter sp. Soil782	3422365	99.54	high
Microbacterium sp. Root180	3347721	99.49	high
Terrabacter sp. Root181	4939208	100	high
Noviherbaspirillum sp. Root189	6147767	99.92	high
Nocardioides sp. Root190	5014917	99.22	high
Acidovorax sp. Root217	6756331	99.43	high
Leifsonia sp. Root227	4067614	99.24	high
Nocardioides sp. Root79	5139111	99.22	high
Aeromicrobium sp. Root236	3919167	99.48	high
Sphingomonas sp. Root241	4212502	99.61	high
Mycobacterium sp. Root265	6672097	99.67	high
Phenylobacterium sp. Root700	4578346	99.4	high
Cellulomonas sp. Root930	4247614	100	high
Lysobacter sp. Root96	4415595	100	high
Bosea sp. Root381	5690728	99.37	high
Bosea sp. Root483D1	6609529	98.43	high
Nocardioides sp. Soil797	4386361	99.22	high
Nocardioides sp. Soil805	4407722	98.96	high
Phycicoccus sp. Soil803	4469718	100	high
Yonghaparkia sp. Soil809	2591554	99.44	medium
Kitasatospora sp. Root187	7494243	100	medium
Bacillus sp. Soil531	5803427	99.43	medium
Candidatus Liberibacter asiaticus	1201385	96.85	high
Candidatus Peribacter riflensis	1248026	79.08	medium
Candidatus Peribacter riflensis	1248181	79.08	medium
Sediminicola sp. YIK13	3569807	99.67	high
Candidatus Peribacter riflensis	1248112	79.08	medium
Candidatus Peribacter riflensis	1247854	79.08	medium
Candidatus Peribacter riflensis	1248180	79.08	medium
Virgibacillus soli	5002729	93.92	medium
Candidatus Berkiella cookevillensis	2990285	98.26	high
Salegentibacter mishustinae	3775942	99.43	high
Pseudoxanthomonas dokdonensis	3553658	99.59	high
Stenotrophomonas ginsengisoli	3374112	98.72	high
Stenotrophomonas daejeonensis	3284859	99.59	high
Stenotrophomonas koreensis	3029904	98.16	high
Stenotrophomonas chelatiphaga	3967734	98.75	high
Stenotrophomonas panacihumi	3923155	97.59	high
Ferrovum sp. JA12	1995738	97.71	high
Halomonas huangheensis	4757486	99.57	high
Cylindrospermopsis sp. CR12	3723955	99.93	medium
Staphylococcus equorum	2822193	99.44	high
Curvibacter sp. PAE-UM	3632663	99.38	high
Bordetella sp. N	6989698	100	high
Thermococcus barophilus	2388527	99.5	medium
Corynebacterium pseudotuberculosis	2335107	99.56	high
Lactobacillus coryniformis	2705076	99.18	high
Lactobacillus pasteurii	1868110	98.38	medium
Lactobacillus kimchicus	2593269	99.06	high
Lactobacillus sakei	1910253	99.46	high
Lactobacillus nagelii	2498521	99.48	medium
Lactobacillus diolivorans	3261379	98.94	high
Lactobacillus mindensis	2336411	99.48	high
Lactobacillus versmoldensis	2373204	99.48	medium
Lactobacillus oligofermentans	1832229	98.91	high
Lactobacillus kalixensis	2078190	99.03	high
Lactobacillus gastricus	1848461	99.18	high
Lactobacillus hammesii	2815465	99.06	high
Lactobacillus suebicus	2651315	99.46	high
Lactobacillus animalis	1880186	99.3	medium
Lactobacillus amylotrophicus	1548566	98.43	high
Lactobacillus bifermentans	3133992	99.46	high
Lactobacillus tucceti	2173857	99.48	high
Lactobacillus algidus	1590323	98.69	high
Lactobacillus nasuensis	2280237	98.95	high
Lactobacillus alimentarius	2336325	99.48	high
Lactobacillus equicursoris	2052598	98.94	medium
Lactobacillus acidifarinae	2918319	99.38	high
Lactobacillus hordei	2298009	99.21	high
Lactobacillus odoratitofui	2751938	99.06	high
Lactobacillus capillatus	2232918	99.48	medium
Lactobacillus uvarum	2686405	99.48	high
Lactobacillus manihotivorans	3125880	99.48	medium
Lactobacillus fuchuensis	2122254	98.91	high
Lactobacillus spicheri	2749197	99.02	high
Lactobacillus pantheris	2541966	98.95	medium
Lactobacillus satsumensis	2639652	99.48	medium
Lactobacillus ghanensis	2605329	99.48	high
Psychrobacter sp. P11F6	3514998	100	high
Lactobacillus intestinalis	2009795	98.94	high
Lactobacillus pontis	1667627	98.37	medium
Lactobacillus paralimentarius	2746576	99.48	medium
Lactobacillus antri	2241837	99.37	medium
Lactobacillus perolens	3309179	99.48	high
Lactobacillus psittaci	1541412	97.11	medium
Lactobacillus concavus	1898108	98.43	high
Lactobacillus panis	2006512	99.46	medium
Lactobacillus ozensis	1479955	97.45	high
Lactobacillus frumenti	1733578	99.46	high
Lactobacillus dextrinicus	1807288	99.35	high
Lactobacillus brantae	1929842	99.48	medium
Lactobacillus hominis	1926334	96.68	high
Lactobacillus thailandensis	2060676	98.95	high
Lactobacillus agilis	2058058	98.69	high
Lactobacillus sharpeae	2444304	97.38	high
Lactobacillus rapi	2854844	98.94	high
Lactobacillus oeni	2117633	99.48	medium
Lactobacillus vaccinostercus	2559201	99.46	medium
Lactobacillus aviarius	1680526	99.48	high
Lactobacillus harbinensis	3136715	99.21	medium
Lactobacillus paracasei	2881963	99.46	high
Lactobacillus malefermentans	2054664	98.7	high
Lactobacillus graminis	1834154	99.18	high
Lactobacillus jensenii	1610627	98.83	medium
Lactobacillus ruminis	2008484	98.95	high
Lactobacillus rennini	2269330	99.18	high
Lactobacillus senioris	1566789	98.75	high
Lactobacillus gigeriorum	1906034	98.38	medium
Lactobacillus similis	3476170	99.38	high
Lactobacillus floricola	1289346	97.38	high
Lactobacillus florum	1348606	97.5	high
Lactobacillus sucicola	2459509	99.48	high
Lactobacillus cacaonum	1919106	99.48	high
Lactobacillus aquaticus	2407726	98.95	high
Lactobacillus acetotolerans	1585076	98.38	high
Lactobacillus fermentum	1900053	98.63	high
Weissella halotolerans	1366073	99.33	medium
Weissella confusa	2218304	99.08	medium
Atopobium minutum	1719821	100	high
Lactobacillus secaliphilus	1646143	98.91	medium
Pediococcus stilesii	1837953	99.38	high
Lactobacillus paucivorans	2362603	99.38	high
Lactobacillus selangorensis	2086969	98.95	high
Lactobacillus ingluviei	2126433	99.18	medium
Weissella viridescens	1537173	99.23	medium
Pediococcus ethanolidurans	2260906	99.38	high
Weissella minor	1768499	99.39	high
Lactobacillus siliginis	2070447	99.46	high
Olsenella uli	2057128	99.19	high
Pediococcus argentinicus	1764961	99.23	high
Nitrosopumilus sp. BACL13 MAG-121220-bin23	1270387	99.51	medium
Actinobacteria bacterium BACL15 MAG-120823-bin78	1001092	69.94	medium
Actinobacteria bacterium BACL2 MAG-120820-bin50	1091054	58.87	medium
SAR86 cluster bacterium BACL1 MAG-120920-bin57	1450272	70.57	medium
Actinobacteria bacterium BACL2 MAG-121001-bin67	1043961	58.46	medium
Microbacteriaceae bacterium BACL28 MAG-120531-bin53	1121591	87.99	medium
Actinobacteria bacterium BACL4 MAG-121022-bin9	924837	72.68	medium
Acidimicrobium sp. BACL27 MAG-120823-bin4	1672064	81.71	medium
Actinobacteria bacterium BACL2 MAG-120802-bin41	1101056	72.45	medium
Actinobacteria bacterium BACL4 MAG-120820-bin23	1127841	76.9	medium
Actinobacteria bacterium BACL4 MAG-121001-bin59	1121384	74.84	medium
Cryomorphaceae bacterium BACL11 MAG-121001-bin54	1208227	76.52	medium
Cryomorphaceae bacterium BACL11 MAG-121128-bin16	1159044	77.56	medium
Verrucomicrobia subdivision 6 bacterium BACL9 MAG-120507-bin52	1601779	85	medium
Cryomorphaceae bacterium BACL18 MAG-120924-bin36	1459716	87.06	medium
Rhodobacter sp. BACL10 MAG-121220-bin24	2112289	70.84	medium
SAR92 bacterium BACL26 MAG-121220-bin70	1907425	82.89	medium
Cryomorphaceae bacterium BACL21 MAG-121220-bin10	1915951	93.58	medium
Cryomorphaceae bacterium BACL7 MAG-121220-bin83	1723929	95.43	medium
Polaribacter sp. BACL8 MAG-120419-bin8	1638910	87.92	medium
Rhodobacter sp. BACL10 MAG-120910-bin24	2763624	91.15	medium
Polaribacter sp. BACL8 MAG-120619-bin41	1498937	77.99	medium
Sphingobacteriales bacterium BACL12 MAG-120813-bin55	2799617	91.94	medium
Cryomorphaceae bacterium BACL7 MAG-120910-bin2	1746953	98.39	medium
Actinobacteria bacterium BACL2 MAG-120920-bin34	1139720	58.83	medium
Methylophilales bacterium BACL14 MAG-120910-bin43	1086213	88.7	medium
Actinobacteria bacterium BACL4 MAG-120920-bin74	1080997	75.62	medium
SAR86 cluster bacterium BACL1 MAG-120813-bin36	1264266	67.65	medium
SAR86 cluster bacterium BACL1 MAG-120828-bin5	1029940	72.03	medium
SAR86 cluster bacterium BACL1 MAG-121022-bin58	1495089	81.61	medium
SAR86 cluster bacterium BACL1 MAG-121128-bin56	1469346	81.75	medium
SAR92 bacterium BACL16 MAG-120619-bin48	2527476	97.78	high
Pediococcus cellicola	2038400	99.38	high
Fructobacillus fructosus	1484857	98.52	high
Weissella kandleri	1334438	97.12	medium
Pediococcus inopinatus	2114096	99.38	high
Lactobacillus kimchiensis	2698724	99.48	medium
Lactobacillus xiangfangensis	2989578	99.02	high
Atopobium rimae	1629936	100	high
Nitrosopumilus sp. BACL13 MAG-120910-bin56	740497	66.42	medium
Actinobacteria bacterium BACL15 MAG-120619-bin91	1214420	83.48	medium
Microbacteriaceae bacterium BACL25 MAG-120322-bin65	1262816	84.09	medium
Acidimicrobium sp. BACL17 MAG-120823-bin42	1352430	76.96	medium
Acidimicrobium sp. BACL17 MAG-120924-bin0	1543409	84.75	medium
Actinobacteria bacterium BACL2 MAG-120813-bin23	1156631	73.04	medium
Actinobacteria bacterium BACL2 MAG-121220-bin52	979010	67.27	medium
Actinobacteria bacterium BACL4 MAG-120813-bin39	594391	48.02	low
Cryomorphaceae bacterium BACL11 MAG-121015-bin20	1209326	80.92	medium
Sphingobacteriales bacterium BACL12 MAG-120802-bin5	2473267	75.77	medium
Rhodobacter sp. BACL10 MAG-120419-bin15	2834045	87.86	medium
Cryomorphaceae bacterium BACL29 MAG-121220-bin8	1480518	87.13	medium
Polaribacter sp. BACL8 MAG-120531-bin13	2086531	93.65	medium
Actinobacteria bacterium BACL4 MAG-120507-bin0	1219432	75.62	medium
SAR86 cluster bacterium BACL1 MAG-121004-bin11	1030921	57.91	medium
SAR92 bacterium BACL16 MAG-120322-bin99	1997685	87.88	medium
Cryomorphaceae bacterium BACL22 MAG-120619-bin32	2408986	91.77	medium
Actinobacteria bacterium BACL2 MAG-120507-bin38	994061	54.8	medium
SAR86 cluster bacterium BACL1 MAG-121015-bin70	1495089	81.61	medium
Opitutaceae bacterium BACL24 MAG-120322-bin51	2980252	97.3	medium
Aneurinibacillus sp. XH2	3664835	96.89	high
Bacillus sp. FJAT-25496	4898412	97.27	high
Bacillus cecembensis	4782966	98.68	high
Formosa algae	4292461	98.35	high
Bacillus humi	4836444	97.89	medium
Bacillus farraginis	5308781	98.3	medium
Bradyrhizobium valentinum	8845258	98.05	high
Bacillus velezensis	3881667	99.79	medium
Bradyrhizobium lablabi	8817291	99.54	high
Caloramator mitchellensis	2419359	99.19	medium
Acidipropionibacterium acidipropionici	3651382	100	high
Altererythrobacter troitsensis	2902267	99.57	high
Roseovarius atlanticus	4578348	99.45	high
Roseovarius indicus	6063628	99.1	high
Lysobacter enzymogenes	6157384	99.91	high
Lysobacter antibioticus	5765176	99.91	high
Algoriphagus sp. NH1	6131579	98.31	high
Pedobacter ginsenosidimutans	6517553	97.61	high
Lysobacter capsici	6391889	99.8	high
Candidatus Kryptobacter tengchongensis	1602245	67.82	medium
Candidatus Thermokryptus mobilis	2423295	96.16	high
Candidatus Kryptonium thompsoni	2592687	95.61	high
Candidatus Kryptonium thompsoni	2084925	69.65	medium
bacterium GBS-1	1815427	100	high
Thaumarchaeota archaeon CSP1-1	1358434	99.03	medium
Candidatus Dadabacteria bacterium CSP1-2	2479665	87.2	medium
Deltaproteobacteria bacterium CSP1-8	2177275	78.99	medium
Desulfobacteraceae bacterium RAAP-1	4091572	97.1	medium
Acidimicrobiaceae bacterium RAAP-3	3046979	98.29	medium
bacterium L21-Spi-D4	4812386	99.52	high
endosymbiont of Ridgeia piscesae	3510797	93.61	high
Colwellia sp. MT41	4337945	100	high
Pseudoalteromonas phenolica	4868993	99.66	high
Pseudohongiella spirulinae	3345119	97.78	high
Prevotella enoeca	2861432	98.65	high
Pseudomonas sp. TTU2014-080ASC	4522705	99	high
Aquabacterium parvum	4592999	99.26	high
Corynebacterium pseudotuberculosis	2337845	99.56	high
Aeromonas schubertii	4400034	100	high
Alicyclobacillus tengchongensis	2809442	98.43	medium
Candidatus Tenderia electrophaga	3763866	99.63	high
Maribacter dokdonensis	4434543	99.67	high
Caulobacter vibrioides	5322177	99.68	high
Terracidiphilus gabretensis	5345702	99.78	high
Intestinimonas butyriciproducens	3376475	98.66	high
Nitrosomonas ureae	3307820	99.84	high
Dehalococcoidia bacterium SCGC AB-540-C11	942394	46.5	low
Clostridium butyricum	4627894	99.19	high
Corynebacterium pseudotuberculosis	2337920	99.56	high
Staphylococcus aureus	2709797	93.89	high
Exiguobacterium enclense	3252807	99.34	medium
Bacillus enclensis	4481988	99.43	medium
Bacillus cellulasensis	3615064	99.59	medium
Gorillibacterium sp. SN4	5263775	97.54	high
Corynebacterium diphtheriae	2463666	99.45	high
Achromobacter xylosoxidans	6813182	99.53	high
Olsenella sp. SIT9	1818711	99.19	high
Vitreoscilla sp. SN6	3716774	99.57	high
Chthonomonas calidirosea	3438088	96.3	high
Actinomyces ihumii	2458350	99.29	high
Chthonomonas calidirosea	3438278	96.3	high
Chthonomonas calidirosea	3437861	95.65	high
Idiomarinaceae bacterium HL-53	2740121	99.08	high
Gracilibacillus massiliensis	4207226	99.34	high
Shimia marina	4001860	97.71	high
Phaeobacter sp. CECT 7735	4358316	99.68	high
Thalassobacter stenotrophicus	3592055	99.33	high
Thalassobius sp. CECT 5113	3362067	97.71	high
Thalassobius gelatinovorus	3902797	99.25	medium
Tropicibacter naphthalenivorans	4459382	100	high
Leisingera aquaemixtae	4614060	99.8	high
Tropicibacter multivorans	4175618	98.94	medium
Thalassobius mediterraneus	3431657	99.04	high
Kingella kingae	2140065	98.87	high
Candidatus Kryptonium thompsoni	2227388	82.77	medium
Candidatus Kryptonium thompsoni	2150108	81.35	medium
Clostridium neonatale	4710844	99.19	medium
Methanobacterium formicicum	2494510	99.2	medium
Dehalococcoides mccartyi	1571515	98.02	high
Helicobacter typhlonius	1920832	99.31	high
bacterium 2013Arg42i	2149384	86.69	medium
Dehalococcoides mccartyi	1324522	99.01	high
Acetivibrio ethanolgignens	3660245	99.33	high
Bacillus velezensis	4034335	99.81	high
Bacillus velezensis	4006259	99.81	high
Psychrobacter sp. ENNN9_III	2988999	91.4	medium
Halopenitus sp. DYS4	3243052	97.54	medium
Fibrobacteria bacterium GUT31	3233804	92.31	medium
Fibrobacteria bacterium GUT307	2624952	92.31	medium
Candidatus Fibromonas termitidis	3162697	95.6	medium
Fibrobacteria bacterium GUT77	2386160	67.58	medium
Fibrobacteria bacterium AD80	3255637	92.97	medium
Fibrobacteria bacterium AD111	3602172	91.14	high
Fibrobacteria bacterium AD312	2829483	98.84	medium
Pyrodictium occultum	1621727	98.1	medium
Aureimonas altamirensis	4187548	100	high
Listeria monocytogenes	2857459	98.9	medium
Nitrosomonadales bacterium Ga0074132	3211443	79.73	medium
Chlamydiae bacterium Ga0074140	1724203	93.07	high
Betaproteobacteria bacterium Ga0077540	2330242	92.84	medium
bacterium Ga0077546	6599159	83.08	medium
Burkholderiales bacterium Ga0077544	3248153	99.92	medium
Acidobacteria bacterium Ga0077534	4200469	94.44	medium
Planctomycetaceae bacterium Ga0077529	5083525	85.3	medium
Bacteroidia bacterium Ga0077558	4078384	95.45	medium
Acidobacteria bacterium Ga0074141	3964155	96.58	high
Bdellovibrionales bacterium Ga0074137	3387868	97.32	medium
Nitrospira sp. Ga0074138	4111525	87.67	medium
Bdellovibrionales bacterium Ga0074139	2897266	94.64	medium
Pseudoalteromonas translucida	4147593	100	high
Planococcus kocurii	3485580	99.34	high
Rathayibacter toxicus	2346032	98.99	high
Legionella saoudiensis	3846294	99.62	high
Defluviitalea phaphyphila	2539811	97.99	high
Chlamydia pecorum	1106395	98.98	high
Dehalogenimonas alkenigignens	1851576	95.21	high
Lacimicrobium alkaliphilum	4378835	99.71	high
Legionella brunensis	3750738	100	high
Legionella cherrii	3982132	97.56	high
Legionella adelaidensis	2367659	98.25	high
Legionella birminghamensis	3737655	100	high
Legionella worsleiensis	3067721	99.62	high
Legionella drozanskii	3558106	100	high
Legionella erythra	3239140	100	high
Legionella geestiana	2545646	97.62	high
Legionella jamestowniensis	3341467	99.12	high
Legionella jordanis	3086499	98.25	high
Legionella israelensis	3061150	100	high
Legionella londiniensis	2401343	98.25	high
Legionella nautarum	3649429	99.71	high
Legionella quinlivanii	3546255	100	high
Legionella tucsonensis	3356485	100	high
Legionella waltersii	3650667	100	high
Legionella rubrilucens	3129674	100	high
Legionella spiritensis	3313534	100	high
Sphingopyxis sp. H073	4309020	99.3	high
Desulfitobacterium hafniense	5364943	98.98	medium
candidate division TM6 bacterium SOIL82	1001943	55.28	medium
candidate division TM6 bacterium UASB124	1504385	83.9	medium
candidate division TM6 bacterium SOIL31	1460402	55.92	medium
candidate division TM6 bacterium UASB293	1302091	39.97	low
candidate division TM6 bacterium UASB340	1078468	60.16	medium
SAR324 cluster bacterium lautmerah10	3494361	90	medium
Thiohalocapsa sp. ML1	6305354	98.6	high
Chlamydia pecorum	1113816	98.48	high
Sphingomonas sp. WG	4038999	99.48	high
Haloferax sp. SB29	3830759	98.6	medium
Pseudoalteromonas sp. XI10	4535949	100	medium
Haloprofundus marisrubri	3929557	99.24	high
Halothiobacillus sp. XI15	2292855	100	high
Staphylococcus capitis	2602401	99.62	high
Curtobacterium oceanosedimentum	3369825	96.16	high
Aureimonas ureilytica	5012346	98.89	medium
Kocuria kristinae	2296741	96.69	high
Novosphingobium barchaimii	3552733	99.48	high
Pseudacidovorax intermedius	5546132	98.6	high
Leucobacter chromiiresistens	2794220	95.03	high
Paucibacter sp. KCTC 42545	5169161	100	high
Methanobrevibacter millerae	2543538	99.2	medium
Candidatus Methanomethylophilus sp. 1R26	1723106	93.73	high
Ruthenibacterium lactatiformans	3951525	97.96	high
Sulfolobus acidocaldarius	2220582	99.4	medium
Sulfolobus acidocaldarius	2217426	99.29	medium
Myroides odoratimimus	4457748	99.65	high
Corynebacterium pseudotuberculosis	2337529	99.56	high
Ignicoccus islandicus	1394664	99.37	medium
Corynebacterium pseudotuberculosis	2337508	99.56	high
Corynebacterium pseudotuberculosis	2335773	99.78	high
Luteimonas abyssi	3988191	99.59	high
Kocuria flava	3638342	99.34	high
Pseudoalteromonas rubra	5913780	99.89	high
Ponticoccus sp. SJ5A-1	4562553	99.1	high
Solirubrum puertoriconensis	4804721	99.7	high
Tenacibaculum dicentrarchi	2918253	99.11	high
Nesterenkonia jeotgali	2925195	98.51	high
Campylobacter coli	2127266	99.44	high
Roseateles depolymerans	5681722	100	high
Carnobacterium sp. CP1	2614401	99.45	medium
Pannonibacter phragmitetus	5669701	99.58	high
Thermococcus celericrescens	2337139	98.77	medium
Pseudarthrobacter sulfonivorans	5056151	99.71	high
Thermococcus sp. 2319x1	1961221	99.5	medium
Acinetobacter johnsonii	4081329	99.86	high
Bacillus shacheensis	3982201	98.67	high
Acinetobacter venetianus	3399092	100	high
Clostridium ventriculi	2479673	98.39	medium
